client_id,event_type,event_start,event_end
7,0,441059,455249
7,1,455249,460800
7,0,460800,518400
7,1,518400,547200
7,0,547200,604800
7,1,604800,620278
7,0,620278,620770
7,1,620770,630028
7,0,630028,631007
7,1,631007,633600
7,0,633600,691200
7,1,691200,691526
7,0,691526,692246
7,1,692246,693146
7,0,693146,697257
7,1,697257,698344
7,0,698344,704767
7,1,704767,705799
7,0,705799,714567
7,1,714567,720000
7,0,720000,777600
7,1,777600,783997
7,0,783997,800717
7,1,800717,806400
7,0,806400,1040004
7,1,1040004,1046673
7,0,1046673,1047926
7,1,1047926,1049760
7,0,1049760,1051534
7,1,1051534,1054306
7,0,1054306,1059657
7,1,1059657,1065600
38,1,0,0
38,0,0,19361
38,1,19361,20261
38,0,20261,20453
38,1,20453,21353
38,0,21353,21978
38,1,21978,22879
38,0,22879,23236
38,1,23236,24136
38,0,24136,24377
38,1,24377,25277
38,0,25277,26201
38,1,26201,27101
38,0,27101,27276
38,1,27276,28176
38,0,28176,28800
38,1,28800,174669
38,0,174669,174981
38,1,174981,201600
38,0,201600,432000
38,1,432000,460800
38,0,460800,518400
38,1,518400,532578
38,0,532578,547200
38,1,547200,629307
38,0,629307,631615
38,1,631615,633600
38,0,633600,691200
38,1,691200,691474
38,0,691474,692250
38,1,692250,693150
38,0,693150,694070
38,1,694070,694970
38,0,694970,713313
38,1,713313,720000
38,0,720000,777600
38,1,777600,782819
38,0,782819,794485
38,1,794485,798211
38,0,798211,799816
38,1,799816,806400
38,0,806400,1036800
38,1,1036800,1065600
11,1,0,0
11,0,0,19404
11,1,19404,20688
11,0,20688,21675
11,1,21675,23112
11,0,23112,28800
11,1,28800,86400
11,0,86400,90413
11,1,90413,91687
11,0,91687,91910
11,1,91910,92810
11,0,92810,115200
11,1,115200,174571
11,0,174571,174982
11,1,174982,178150
11,0,178150,180080
11,1,180080,180980
11,0,180980,184420
11,1,184420,190530
11,0,190530,192704
11,1,192704,199402
11,0,199402,201600
11,1,201600,459047
11,0,459047,460800
11,1,460800,521834
11,0,521834,524841
11,1,524841,525741
11,0,525741,528617
11,1,528617,536764
11,0,536764,539272
11,1,539272,543428
11,0,543428,545935
11,1,545935,547200
11,0,547200,604800
11,1,604800,606340
11,0,606340,609849
11,1,609849,628875
11,0,628875,632759
11,1,632759,633600
11,0,633600,691200
11,1,691200,693540
11,0,693540,694071
11,1,694071,694971
11,0,694971,695949
11,1,695949,696849
11,0,696849,698286
11,1,698286,708906
11,0,708906,709218
11,1,709218,716436
11,0,716436,718544
11,1,718544,719444
11,0,719444,719793
11,1,719793,720000
11,0,720000,1036800
11,1,1036800,1037262
11,0,1037262,1039723
11,1,1039723,1047205
11,0,1047205,1049135
11,1,1049135,1062801
11,0,1062801,1064404
11,1,1064404,1065600
132,1,0,0
132,0,0,23596
132,1,23596,24496
132,0,24496,25137
132,1,25137,26037
132,0,26037,26368
132,1,26368,27268
132,0,27268,28763
132,1,28763,28800
132,0,28800,92446
132,1,92446,93347
132,0,93347,115200
132,1,115200,172800
132,0,172800,189167
132,1,189167,193818
132,0,193818,201600
132,1,201600,433162
132,0,433162,437235
132,1,437235,448652
132,0,448652,456357
132,1,456357,460077
132,0,460077,460800
132,1,460800,519394
132,0,519394,531147
132,1,531147,532995
132,0,532995,541097
132,1,541097,544810
132,0,544810,547200
132,1,547200,608108
132,0,608108,612456
132,1,612456,616174
132,0,616174,626566
132,1,626566,627466
132,0,627466,633600
132,1,633600,691200
132,0,691200,696339
132,1,696339,697239
132,0,697239,697462
132,1,697462,704081
132,0,704081,707550
132,1,707550,708450
132,0,708450,708901
132,1,708901,713592
132,0,713592,717722
132,1,717722,718622
132,0,718622,720000
132,1,720000,781480
132,0,781480,788843
132,1,788843,795954
132,0,795954,801521
132,1,801521,806400
132,0,806400,1036800
132,1,1036800,1052663
132,0,1052663,1059632
132,1,1059632,1062402
132,0,1062402,1065600
129,1,0,0
129,0,0,19795
129,1,19795,28800
129,0,28800,90835
129,1,90835,92718
129,0,92718,115200
129,1,115200,201600
129,0,201600,432000
129,1,432000,457801
129,0,457801,457970
129,1,457970,460800
129,0,460800,518400
129,1,518400,547200
129,0,547200,604800
129,1,604800,629927
129,0,629927,631631
129,1,631631,633600
129,0,633600,691333
129,1,691333,693196
129,0,693196,694083
129,1,694083,694983
129,0,694983,696813
129,1,696813,697713
129,0,697713,698072
129,1,698072,711354
129,0,711354,712962
129,1,712962,713862
129,0,713862,715806
129,1,715806,720000
129,0,720000,777600
129,1,777600,806400
129,0,806400,1036800
129,1,1036800,1065600
30,1,0,0
30,0,0,26943
30,1,26943,27843
30,0,27843,28331
30,1,28331,28800
30,0,28800,172800
30,1,172800,201600
30,0,201600,432000
30,1,432000,441616
30,0,441616,444462
30,1,444462,460800
30,0,460800,518400
30,1,518400,547200
30,0,547200,604800
30,1,604800,617886
30,0,617886,621491
30,1,621491,629861
30,0,629861,630837
30,1,630837,633600
30,0,633600,691200
30,1,691200,693557
30,0,693557,694442
30,1,694442,695342
30,0,695342,696318
30,1,696318,697218
30,0,697218,697446
30,1,697446,720000
30,0,720000,777600
30,1,777600,777994
30,0,777994,778141
30,1,778141,779489
30,0,779489,783481
30,1,783481,784381
30,0,784381,789243
30,1,789243,794793
30,0,794793,797014
30,1,797014,797914
30,0,797914,798468
30,1,798468,806400
30,0,806400,1036800
30,1,1036800,1041947
30,0,1041947,1049573
30,1,1049573,1065600
198,1,0,0
198,0,0,20889
198,1,20889,21789
198,0,21789,28800
198,1,28800,174557
198,0,174557,174974
198,1,174974,175874
198,0,175874,186801
198,1,186801,191420
198,0,191420,201600
198,1,201600,432000
198,0,432000,436667
198,1,436667,441266
198,0,441266,447543
198,1,447543,453069
198,0,453069,460800
198,1,460800,693130
198,0,693130,720000
198,1,720000,777977
198,0,777977,792585
198,1,792585,793485
198,0,793485,796457
198,1,796457,806400
198,0,806400,1036800
198,1,1036800,1065600
102,1,0,0
102,0,0,20150
102,1,20150,22914
102,0,22914,23234
102,1,23234,26043
102,0,26043,26236
102,1,26236,28800
102,0,28800,90824
102,1,90824,91724
102,0,91724,91855
102,1,91855,92755
102,0,92755,115200
102,1,115200,201600
102,0,201600,432000
102,1,432000,460800
102,0,460800,518400
102,1,518400,547200
102,0,547200,604800
102,1,604800,629482
102,0,629482,630469
102,1,630469,633600
111,1,0,0
111,0,0,21024
111,1,21024,21924
111,0,21924,23022
111,1,23022,23922
111,0,23922,28800
111,1,28800,86400
111,0,86400,90982
111,1,90982,91882
111,0,91882,92599
111,1,92599,93499
111,0,93499,115200
111,1,115200,172800
111,0,172800,179388
111,1,179388,183326
111,0,183326,190198
111,1,190198,198011
111,0,198011,198959
111,1,198959,199859
111,0,199859,201600
111,1,201600,432000
111,0,432000,438234
111,1,438234,439321
111,0,439321,439964
111,1,439964,443638
111,0,443638,445545
111,1,445545,446445
111,0,446445,449353
111,1,449353,460038
111,0,460038,460800
111,1,460800,520895
111,0,520895,521875
111,1,521875,528296
111,0,528296,535369
111,1,535369,536269
111,0,536269,539261
111,1,539261,547200
111,0,547200,604800
111,1,604800,605183
111,0,605183,608124
111,1,608124,609446
111,0,609446,612027
111,1,612027,613853
111,0,613853,615991
111,1,615991,618808
111,0,618808,621761
111,1,621761,624582
111,0,624582,633600
111,1,633600,691200
111,0,691200,694179
111,1,694179,695580
111,0,695580,696394
111,1,696394,697294
111,0,697294,697515
111,1,697515,702396
111,0,702396,708201
111,1,708201,715081
111,0,715081,719295
111,1,719295,720000
111,0,720000,779850
111,1,779850,782633
111,0,782633,785274
111,1,785274,788728
111,0,788728,790921
111,1,790921,791821
111,0,791821,795121
111,1,795121,796022
111,0,796022,799364
111,1,799364,800265
111,0,800265,806400
111,1,806400,1036800
111,0,1036800,1040704
111,1,1040704,1050558
111,0,1050558,1052489
111,1,1052489,1059556
111,0,1059556,1065600
17,1,0,0
17,0,0,22451
17,1,22451,24308
17,0,24308,24437
17,1,24437,28800
17,0,28800,90828
17,1,90828,92708
17,0,92708,115200
17,1,115200,201600
17,0,201600,432000
17,1,432000,460800
17,0,460800,518400
17,1,518400,541909
17,0,541909,542092
17,1,542092,547200
17,0,547200,604800
17,1,604800,629496
17,0,629496,630472
17,1,630472,633600
17,0,633600,691200
17,1,691200,691412
17,0,691412,692246
17,1,692246,693146
17,0,693146,694066
17,1,694066,694967
17,0,694967,695944
17,1,695944,696844
17,0,696844,697069
17,1,697069,713211
17,0,713211,715167
17,1,715167,720000
17,0,720000,777600
17,1,777600,806400
17,0,806400,1036800
17,1,1036800,1065600
75,1,0,0
75,0,0,19720
75,1,19720,25446
75,0,25446,25940
75,1,25940,28800
75,0,28800,90522
75,1,90522,91422
75,0,91422,92141
75,1,92141,93041
75,0,93041,115200
75,1,115200,175405
75,0,175405,175751
75,1,175751,201600
75,0,201600,432000
75,1,432000,460800
75,0,460800,518400
75,1,518400,547200
75,0,547200,604800
75,1,604800,630026
75,0,630026,630970
75,1,630970,633600
75,0,633600,691200
75,1,691200,693176
75,0,693176,720000
75,1,720000,1036800
75,0,1036800,1051653
75,1,1051653,1052553
75,0,1052553,1055684
75,1,1055684,1065120
75,0,1065120,1065600
73,1,0,0
73,0,0,21240
73,1,21240,22140
73,0,22140,22712
73,1,22712,24632
73,0,24632,24941
73,1,24941,25844
73,0,25844,26434
73,1,26434,27334
73,0,27334,27608
73,1,27608,28800
73,0,28800,90444
73,1,90444,91344
73,0,91344,92267
73,1,92267,93170
73,0,93170,115200
73,1,115200,182665
73,0,182665,182789
73,1,182789,196430
73,0,196430,196600
73,1,196600,201600
73,0,201600,524582
73,1,524582,525877
73,0,525877,529081
73,1,529081,532006
73,0,532006,534760
73,1,534760,547200
73,0,547200,604800
73,1,604800,621538
73,0,621538,621674
73,1,621674,629434
73,0,629434,629588
73,1,629588,633600
73,0,633600,691200
73,1,691200,691525
73,0,691525,692302
73,1,692302,693202
73,0,693202,694120
73,1,694120,695020
73,0,695020,695997
73,1,695997,696897
73,0,696897,697124
73,1,697124,720000
73,0,720000,777600
73,1,777600,806400
73,0,806400,1036800
73,1,1036800,1065600
103,1,0,0
103,0,0,28772
103,1,28772,28800
103,0,28800,90833
103,1,90833,92998
103,0,92998,115200
103,1,115200,172800
103,0,172800,185789
103,1,185789,188538
103,0,188538,201600
103,1,201600,432000
103,0,432000,436246
103,1,436246,443593
103,0,443593,445803
103,1,445803,448526
103,0,448526,451879
103,1,451879,452779
103,0,452779,458379
103,1,458379,460800
103,0,460800,518400
103,1,518400,523207
103,0,523207,533869
103,1,533869,535692
103,0,535692,547200
103,1,547200,604800
103,0,604800,620710
103,1,620710,623468
103,0,623468,633600
103,1,633600,693176
103,0,693176,694064
103,1,694064,694964
103,0,694964,720000
103,1,720000,778708
103,0,778708,784391
103,1,784391,785291
103,0,785291,790602
103,1,790602,791958
103,0,791958,798307
103,1,798307,799327
103,0,799327,806400
103,1,806400,1036800
103,0,1036800,1041677
103,1,1041677,1047164
103,0,1047164,1049846
103,1,1049846,1051669
103,0,1051669,1055084
103,1,1055084,1058037
103,0,1058037,1060428
103,1,1060428,1061328
103,0,1061328,1065600
158,1,0,0
158,0,0,19353
158,1,19353,20253
158,0,20253,21357
158,1,21357,22257
158,0,22257,22734
158,1,22734,24612
158,0,24612,24781
158,1,24781,25681
158,0,25681,25941
158,1,25941,27766
158,0,27766,28718
158,1,28718,28800
158,0,28800,90824
158,1,90824,92692
158,0,92692,115200
158,1,115200,201600
158,0,201600,529975
158,1,529975,533690
158,0,533690,535729
158,1,535729,540662
158,0,540662,547200
158,1,547200,604800
158,0,604800,608751
158,1,608751,629362
158,0,629362,631607
158,1,631607,633600
158,0,633600,691200
158,1,691200,691469
158,0,691469,692247
158,1,692247,693147
158,0,693147,694064
158,1,694064,694964
158,0,694964,695941
158,1,695941,696841
158,0,696841,697068
158,1,697068,720000
158,0,720000,777600
158,1,777600,797680
158,0,797680,798003
158,1,798003,806400
158,0,806400,1036800
158,1,1036800,1065600
194,1,0,0
194,0,0,19686
194,1,19686,28800
194,0,28800,90785
194,1,90785,91685
194,0,91685,91934
194,1,91934,92834
194,0,92834,115200
194,1,115200,201600
194,0,201600,691200
194,1,691200,693320
194,0,693320,694091
194,1,694091,694992
194,0,694992,695969
194,1,695969,696869
194,0,696869,697094
194,1,697094,716992
194,0,716992,717786
194,1,717786,720000
194,0,720000,777600
194,1,777600,806400
194,0,806400,1036800
194,1,1036800,1065600
201,1,0,0
201,0,0,21059
201,1,21059,21959
201,0,21959,23589
201,1,23589,24489
201,0,24489,25038
201,1,25038,25938
201,0,25938,26427
201,1,26427,27327
201,0,27327,28012
201,1,28012,28800
201,0,28800,90830
201,1,90830,92737
201,0,92737,115200
201,1,115200,195163
201,0,195163,195319
201,1,195319,201600
201,0,201600,432000
201,1,432000,460800
201,0,460800,1036800
201,1,1036800,1065600
34,1,0,0
34,0,0,19801
34,1,19801,27341
34,0,27341,27475
34,1,27475,28800
34,0,28800,90788
34,1,90788,91688
34,0,91688,91938
34,1,91938,92838
34,0,92838,115200
34,1,115200,201600
34,0,201600,432000
34,1,432000,460800
34,0,460800,518400
34,1,518400,547200
34,0,547200,604800
34,1,604800,629339
34,0,629339,631647
34,1,631647,633600
34,0,633600,691352
34,1,691352,693213
34,0,693213,694100
34,1,694100,695000
34,0,695000,695976
34,1,695976,696877
34,0,696877,697163
34,1,697163,715073
34,0,715073,716530
34,1,716530,720000
34,0,720000,777600
34,1,777600,793171
34,0,793171,793332
34,1,793332,806400
34,0,806400,1036800
34,1,1036800,1065600
58,1,0,0
58,0,0,22936
58,1,22936,23836
58,0,23836,24734
58,1,24734,25634
58,0,25634,26429
58,1,26429,27329
58,0,27329,27870
58,1,27870,28770
58,0,28770,28800
58,1,28800,86400
58,0,86400,91990
58,1,91990,92890
58,0,92890,93312
58,1,93312,94212
58,0,94212,115200
58,1,115200,201600
58,0,201600,432000
58,1,432000,460800
58,0,460800,518400
58,1,518400,547200
58,0,547200,604800
58,1,604800,605428
58,0,605428,605557
58,1,605557,633600
58,0,633600,691200
58,1,691200,694652
58,0,694652,695422
58,1,695422,696322
58,0,696322,697296
58,1,697296,698196
58,0,698196,698419
58,1,698419,720000
58,0,720000,777600
58,1,777600,798956
58,0,798956,799520
58,1,799520,806400
58,0,806400,1036800
58,1,1036800,1065600
79,1,0,0
79,0,0,172800
79,1,172800,176113
79,0,176113,182863
79,1,182863,186554
79,0,186554,192739
79,1,192739,201600
79,0,201600,441542
79,1,441542,444301
79,0,444301,447724
79,1,447724,449536
79,0,449536,452948
79,1,452948,455557
79,0,455557,458308
79,1,458308,460800
79,0,460800,518400
79,1,518400,521061
79,0,521061,524706
79,1,524706,526057
79,0,526057,529018
79,1,529018,531830
79,0,531830,534121
79,1,534121,538741
79,0,538741,544846
79,1,544846,547200
79,0,547200,604800
79,1,604800,620529
79,0,620529,630119
79,1,630119,633600
79,0,633600,691200
79,1,691200,693234
79,0,693234,694064
79,1,694064,694964
79,0,694964,695942
79,1,695942,696842
79,0,696842,697071
79,1,697071,720000
79,0,720000,777600
79,1,777600,806400
79,0,806400,1036800
79,1,1036800,1065600
112,1,0,0
112,0,0,23768
112,1,23768,24668
112,0,24668,24871
112,1,24871,25771
112,0,25771,25939
112,1,25939,26839
112,0,26839,27090
112,1,27090,27990
112,0,27990,28800
112,1,28800,86400
112,0,86400,91900
112,1,91900,93723
112,0,93723,115200
112,1,115200,195612
112,0,195612,195735
112,1,195735,201600
112,0,201600,432000
112,1,432000,460800
112,0,460800,518400
112,1,518400,547200
112,0,547200,604800
112,1,604800,630511
112,0,630511,632166
112,1,632166,633600
112,0,633600,691200
112,1,691200,693859
112,0,693859,694686
112,1,694686,695586
112,0,695586,696562
112,1,696562,697462
112,0,697462,697690
112,1,697690,720000
112,0,720000,777600
112,1,777600,806400
112,0,806400,1036800
112,1,1036800,1065600
130,1,0,0
130,0,0,19352
130,1,19352,20252
130,0,20252,21041
130,1,21041,21941
130,0,21941,22914
130,1,22914,23814
130,0,23814,24303
130,1,24303,25203
130,0,25203,26064
130,1,26064,26964
130,0,26964,28293
130,1,28293,28800
130,0,28800,90821
130,1,90821,92736
130,0,92736,115200
130,1,115200,201312
130,0,201312,201600
130,1,201600,460800
130,0,460800,518400
130,1,518400,547200
130,0,547200,614816
130,1,614816,616121
130,0,616121,618729
130,1,618729,619942
130,0,619942,633168
130,1,633168,633600
130,0,633600,691200
130,1,691200,693175
130,0,693175,694063
130,1,694063,694963
130,0,694963,695942
130,1,695942,696842
130,0,696842,697069
130,1,697069,720000
130,0,720000,777600
130,1,777600,806400
130,0,806400,1036800
130,1,1036800,1065600
84,1,0,86400
84,0,86400,90825
84,1,90825,91725
84,0,91725,91855
84,1,91855,92755
84,0,92755,115200
84,1,115200,201600
84,0,201600,432000
84,1,432000,460800
84,0,460800,518400
84,1,518400,547200
84,0,547200,604800
84,1,604800,621662
84,0,621662,622341
84,1,622341,633600
84,0,633600,691200
84,1,691200,693237
84,0,693237,694069
84,1,694069,694969
84,0,694969,695945
84,1,695945,696845
84,0,696845,697071
84,1,697071,713139
84,0,713139,720000
35,1,0,0
35,0,0,20147
35,1,20147,25769
35,0,25769,25945
35,1,25945,28800
35,0,28800,90821
35,1,90821,91722
35,0,91722,91866
35,1,91866,92766
35,0,92766,115200
35,1,115200,201600
35,0,201600,614581
35,1,614581,633600
35,0,633600,691200
35,1,691200,693235
35,0,693235,694064
35,1,694064,694964
35,0,694964,695940
35,1,695940,696840
35,0,696840,697068
35,1,697068,720000
35,0,720000,777600
35,1,777600,797738
35,0,797738,798035
35,1,798035,806400
35,0,806400,1036800
35,1,1036800,1065600
205,1,0,172800
205,0,172800,196212
205,1,196212,201600
205,0,201600,432000
205,1,432000,460800
205,0,460800,518400
205,1,518400,522127
205,0,522127,540720
205,1,540720,541620
205,0,541620,547200
8,1,0,0
8,0,0,20033
8,1,20033,26632
8,0,26632,26786
8,1,26786,28800
8,0,28800,90833
8,1,90833,92717
8,0,92717,115200
8,1,115200,201600
8,0,201600,432000
8,1,432000,460800
8,0,460800,518400
8,1,518400,547200
8,0,547200,604800
8,1,604800,633600
8,0,633600,691200
8,1,691200,692087
8,0,692087,692262
8,1,692262,693162
8,0,693162,694082
8,1,694082,694982
8,0,694982,696748
8,1,696748,697648
8,0,697648,698072
8,1,698072,711298
8,0,711298,711719
8,1,711719,714485
8,0,714485,715913
8,1,715913,720000
8,0,720000,777600
8,1,777600,806400
8,0,806400,1036800
8,1,1036800,1065600
82,1,0,0
82,0,0,20456
82,1,20456,22317
82,0,22317,25584
82,1,25584,26484
82,0,26484,26612
82,1,26612,27512
82,0,27512,28416
82,1,28416,28800
82,0,28800,90533
82,1,90533,91433
82,0,91433,92089
82,1,92089,92989
82,0,92989,115200
82,1,115200,174694
82,0,174694,174983
82,1,174983,175883
82,0,175883,176004
82,1,176004,201600
82,0,201600,432000
82,1,432000,452054
82,0,452054,452177
82,1,452177,460800
82,0,460800,518400
82,1,518400,547200
82,0,547200,604800
82,1,604800,629308
82,0,629308,631616
82,1,631616,633600
82,0,633600,691200
82,1,691200,691473
82,0,691473,692249
82,1,692249,693149
82,0,693149,694070
82,1,694070,694970
82,0,694970,695943
82,1,695943,696844
82,0,696844,697072
82,1,697072,720000
82,0,720000,777600
82,1,777600,806400
82,0,806400,1036800
82,1,1036800,1065600
137,1,0,0
137,0,0,22547
137,1,22547,23447
137,0,23447,26093
137,1,26093,26993
137,0,26993,28023
137,1,28023,28800
137,0,28800,91948
137,1,91948,92848
137,0,92848,93504
137,1,93504,94404
137,0,94404,115200
137,1,115200,201600
137,0,201600,432000
137,1,432000,460800
137,0,460800,518400
137,1,518400,547200
137,0,547200,604800
137,1,604800,631250
137,0,631250,632959
137,1,632959,633600
137,0,633600,691200
137,1,691200,694696
137,0,694696,695465
137,1,695465,696365
137,0,696365,697341
137,1,697341,698241
137,0,698241,698463
137,1,698463,720000
137,0,720000,777600
137,1,777600,798996
137,0,798996,799563
137,1,799563,806400
137,0,806400,1036800
137,1,1036800,1065600
153,1,0,0
153,0,0,19543
153,1,19543,20443
153,0,20443,21111
153,1,21111,22011
153,0,22011,23341
153,1,23341,24241
153,0,24241,24369
153,1,24369,25270
153,0,25270,25942
153,1,25942,26842
153,0,26842,28348
153,1,28348,28800
153,0,28800,91365
153,1,91365,93187
153,0,93187,115200
153,1,115200,201600
153,0,201600,432000
153,1,432000,446068
153,0,446068,446224
153,1,446224,460800
153,0,460800,518400
153,1,518400,547200
153,0,547200,604800
153,1,604800,630040
153,0,630040,631008
153,1,631008,633600
153,0,633600,691200
153,1,691200,693179
153,0,693179,694064
153,1,694064,694964
153,0,694964,695939
153,1,695939,696839
153,0,696839,697067
153,1,697067,720000
153,0,720000,777600
153,1,777600,797776
153,0,797776,798010
153,1,798010,806400
153,0,806400,1036800
153,1,1036800,1041576
153,0,1041576,1050517
153,1,1050517,1053333
153,0,1053333,1055202
153,1,1055202,1056102
153,0,1056102,1065600
136,1,0,0
136,0,0,21972
136,1,21972,22872
136,0,22872,23363
136,1,23363,24263
136,0,24263,25357
136,1,25357,26257
136,0,26257,28800
136,1,28800,86400
136,0,86400,91625
136,1,91625,93448
136,0,93448,115200
136,1,115200,178426
136,0,178426,195636
136,1,195636,201600
136,0,201600,432000
136,1,432000,437759
136,0,437759,453562
136,1,453562,454576
136,0,454576,454712
136,1,454712,460800
136,0,460800,518400
136,1,518400,521362
136,0,521362,528484
136,1,528484,529384
136,0,529384,541375
136,1,541375,547200
136,0,547200,604800
136,1,604800,633600
136,0,633600,699479
136,1,699479,708995
136,0,708995,718416
136,1,718416,720000
136,0,720000,777600
136,1,777600,786363
136,0,786363,789019
136,1,789019,794577
136,0,794577,801680
136,1,801680,806400
136,0,806400,1036800
136,1,1036800,1044025
136,0,1044025,1052501
136,1,1052501,1065600
148,1,0,0
148,0,0,19724
148,1,19724,21548
148,0,21548,21668
148,1,21668,26374
148,0,26374,26549
148,1,26549,28800
148,0,28800,91308
148,1,91308,93130
148,0,93130,115200
148,1,115200,185758
148,0,185758,190050
148,1,190050,201600
148,0,201600,432000
148,1,432000,460800
148,0,460800,518400
148,1,518400,547200
148,0,547200,604800
148,1,604800,633600
148,0,633600,691200
148,1,691200,693241
148,0,693241,694068
148,1,694068,694968
148,0,694968,695945
148,1,695945,696845
148,0,696845,697071
148,1,697071,720000
148,0,720000,777600
148,1,777600,799094
148,0,799094,800126
148,1,800126,806400
148,0,806400,1036800
148,1,1036800,1065600
174,1,0,0
174,0,0,20448
174,1,20448,21348
174,0,21348,21651
174,1,21651,22551
174,0,22551,22855
174,1,22855,23755
174,0,23755,24012
174,1,24012,24912
174,0,24912,28800
174,1,28800,176237
174,0,176237,188664
174,1,188664,191435
174,0,191435,201600
174,1,201600,440871
174,0,440871,450670
174,1,450670,451570
174,0,451570,460800
174,1,460800,520390
174,0,520390,529211
174,1,529211,531054
174,0,531054,541494
174,1,541494,547200
174,0,547200,604800
174,1,604800,608105
174,0,608105,611949
174,1,611949,633600
174,0,633600,691200
174,1,691200,693180
174,0,693180,694065
174,1,694065,694965
174,0,694965,695941
174,1,695941,696841
174,0,696841,697069
174,1,697069,697969
174,0,697969,707164
174,1,707164,708064
174,0,708064,708507
174,1,708507,712283
174,0,712283,718349
174,1,718349,720000
174,0,720000,777600
174,1,777600,784327
174,0,784327,806400
174,1,806400,1039488
174,0,1039488,1044937
174,1,1044937,1065600
122,1,0,0
122,0,0,19803
122,1,19803,20703
122,0,20703,21046
122,1,21046,21946
122,0,21946,22085
122,1,22085,22985
122,0,22985,24015
122,1,24015,25879
122,0,25879,26189
122,1,26189,27089
122,0,27089,27283
122,1,27283,28183
122,0,28183,28603
122,1,28603,28800
122,0,28800,90597
122,1,90597,91498
122,0,91498,91920
122,1,91920,92820
122,0,92820,115200
122,1,115200,201600
122,0,201600,448151
122,1,448151,450924
122,0,450924,460800
122,1,460800,518400
122,0,518400,541022
122,1,541022,542935
122,0,542935,543055
122,1,543055,547200
122,0,547200,621433
122,1,621433,629849
122,0,629849,631613
122,1,631613,632513
122,0,632513,633600
122,1,633600,691416
122,0,691416,692250
122,1,692250,693150
122,0,693150,694070
122,1,694070,694970
122,0,694970,695947
122,1,695947,696847
122,0,696847,697072
122,1,697072,711342
122,0,711342,714031
122,1,714031,720000
122,0,720000,777600
122,1,777600,777618
122,0,777618,780590
122,1,780590,806400
122,0,806400,1036800
122,1,1036800,1065600
42,1,0,0
42,0,0,174121
42,1,174121,184313
42,0,184313,186978
42,1,186978,187878
42,0,187878,189561
42,1,189561,194783
42,0,194783,195502
42,1,195502,196429
42,0,196429,196572
42,1,196572,197472
42,0,197472,198082
42,1,198082,201600
42,0,201600,434505
42,1,434505,435538
42,0,435538,437938
42,1,437938,441960
42,0,441960,444088
42,1,444088,446847
42,0,446847,450968
42,1,450968,460800
42,0,460800,518400
42,1,518400,522250
42,0,522250,524876
42,1,524876,525776
42,0,525776,528298
42,1,528298,532011
42,0,532011,535728
42,1,535728,536628
42,0,536628,539330
42,1,539330,542091
42,0,542091,545036
42,1,545036,547200
42,0,547200,604800
42,1,604800,609540
42,0,609540,611578
42,1,611578,612536
42,0,612536,613917
42,1,613917,633600
42,0,633600,691200
42,1,691200,693175
42,0,693175,694063
42,1,694063,694963
42,0,694963,695941
42,1,695941,696841
42,0,696841,697069
42,1,697069,714097
42,0,714097,714396
42,1,714396,720000
42,0,720000,777600
42,1,777600,806400
42,0,806400,1036800
42,1,1036800,1065600
184,1,0,0
184,0,0,24683
184,1,24683,25583
184,0,25583,26655
184,1,26655,27555
184,0,27555,28469
184,1,28469,28800
184,0,28800,179893
184,1,179893,201600
184,0,201600,691200
184,1,691200,693236
184,0,693236,694069
184,1,694069,694969
184,0,694969,695943
184,1,695943,696843
184,0,696843,697071
184,1,697071,720000
184,0,720000,780523
184,1,780523,785154
184,0,785154,787961
184,1,787961,790699
184,0,790699,791333
184,1,791333,793150
184,0,793150,802285
184,1,802285,804125
184,0,804125,806352
184,1,806352,806400
184,0,806400,1062712
184,1,1062712,1065600
15,1,0,0
15,0,0,432000
15,1,432000,460800
15,0,460800,518400
15,1,518400,547200
15,0,547200,604800
15,1,604800,629906
15,0,629906,631554
15,1,631554,633600
15,0,633600,691200
15,1,691200,693238
15,0,693238,694065
15,1,694065,694965
15,0,694965,695941
15,1,695941,696841
15,0,696841,697068
15,1,697068,720000
15,0,720000,777600
15,1,777600,806400
15,0,806400,1036800
15,1,1036800,1065600
23,1,0,0
23,0,0,25324
23,1,25324,26224
23,0,26224,26877
23,1,26877,27777
23,0,27777,28800
23,1,28800,86400
23,0,86400,90745
23,1,90745,91645
23,0,91645,115200
23,1,115200,201600
23,0,201600,434932
23,1,434932,435832
23,0,435832,440094
23,1,440094,441189
23,0,441189,450073
23,1,450073,460800
23,0,460800,524903
23,1,524903,530319
23,0,530319,538914
23,1,538914,547200
23,0,547200,604800
23,1,604800,606906
23,0,606906,608965
23,1,608965,610813
23,0,610813,614722
23,1,614722,616583
23,0,616583,631613
23,1,631613,633600
23,0,633600,701047
23,1,701047,703847
23,0,703847,709749
23,1,709749,720000
23,0,720000,777600
23,1,777600,797540
23,0,797540,798127
23,1,798127,806400
23,0,806400,1036800
23,1,1036800,1065600
43,1,0,0
43,0,0,19555
43,1,19555,22254
43,0,22254,22733
43,1,22733,27074
43,0,27074,27328
43,1,27328,28800
43,0,28800,173941
43,1,173941,174841
43,0,174841,174973
43,1,174973,175873
43,0,175873,182060
43,1,182060,185740
43,0,185740,187218
43,1,187218,189030
43,0,189030,192140
43,1,192140,194893
43,0,194893,199153
43,1,199153,201600
43,0,201600,432000
43,1,432000,460800
43,0,460800,518400
43,1,518400,547200
43,0,547200,604800
43,1,604800,629311
43,0,629311,631606
