client_id,event_type,event_start,event_end
125,0,1057011,1059291
125,1,1059291,1065600
37,1,0,0
37,0,0,20225
37,1,20225,21125
37,0,21125,26016
37,1,26016,26916
37,0,26916,27344
37,1,27344,28800
37,0,28800,90838
37,1,90838,92708
37,0,92708,115200
37,1,115200,201600
37,0,201600,438422
37,1,438422,442225
37,0,442225,442582
37,1,442582,453392
37,0,453392,456340
37,1,456340,460800
37,0,460800,518400
37,1,518400,538876
37,0,538876,541396
37,1,541396,543253
37,0,543253,543915
37,1,543915,547200
37,0,547200,604800
37,1,604800,609835
37,0,609835,610806
37,1,610806,614392
37,0,614392,617053
37,1,617053,629942
37,0,629942,631080
37,1,631080,633600
37,0,633600,691200
37,1,691200,691479
37,0,691479,692253
37,1,692253,693154
37,0,693154,694077
37,1,694077,694977
37,0,694977,695950
37,1,695950,696850
37,0,696850,697070
37,1,697070,707451
37,0,707451,709469
37,1,709469,710369
37,0,710369,713257
37,1,713257,720000
37,0,720000,777600
37,1,777600,806400
37,0,806400,1036800
37,1,1036800,1065600
163,1,0,0
163,0,0,19559
163,1,19559,20459
163,0,20459,20878
163,1,20878,21778
163,0,21778,21908
163,1,21908,22812
163,0,22812,25347
163,1,25347,26247
163,0,26247,26974
163,1,26974,27874
163,0,27874,28779
163,1,28779,28800
163,0,28800,172800
163,1,172800,174558
163,0,174558,185075
163,1,185075,192646
163,0,192646,199707
163,1,199707,201600
163,0,201600,438128
163,1,438128,439986
163,0,439986,449840
163,1,449840,451699
163,0,451699,458384
163,1,458384,459284
163,0,459284,460800
163,1,460800,520143
163,0,520143,524846
163,1,524846,526706
163,0,526706,528971
163,1,528971,533718
163,0,533718,547200
163,1,547200,633600
163,0,633600,691200
163,1,691200,691475
163,0,691475,692250
163,1,692250,693151
163,0,693151,703452
163,1,703452,705220
163,0,705220,705603
163,1,705603,708384
163,0,708384,708515
163,1,708515,711019
163,0,711019,718662
163,1,718662,720000
163,0,720000,777600
163,1,777600,779063
163,0,779063,785271
163,1,785271,788998
163,0,788998,791269
163,1,791269,794046
163,0,794046,806400
163,1,806400,1039409
163,0,1039409,1048776
163,1,1048776,1051562
163,0,1051562,1065600
167,1,0,0
167,0,0,20442
167,1,20442,22312
167,0,22312,23718
167,1,23718,25627
167,0,25627,27513
167,1,27513,28413
167,0,28413,28800
167,1,28800,86400
167,0,86400,90524
167,1,90524,91424
167,0,91424,115200
167,1,115200,175407
167,0,175407,185781
167,1,185781,201600
167,0,201600,432000
167,1,432000,452012
167,0,452012,452171
167,1,452171,460800
167,0,460800,518400
167,1,518400,520389
167,0,520389,541971
167,1,541971,542871
167,0,542871,545811
167,1,545811,547200
167,0,547200,604800
167,1,604800,629980
167,0,629980,631609
167,1,631609,633600
167,0,633600,707236
167,1,707236,708136
167,0,708136,720000
167,1,720000,780011
167,0,780011,788087
167,1,788087,796691
167,0,796691,800411
167,1,800411,806400
167,0,806400,1036800
167,1,1036800,1065600
106,1,0,432000
106,0,432000,447127
106,1,447127,460800
106,0,460800,518400
106,1,518400,547200
106,0,547200,612733
106,1,612733,614596
106,0,614596,633600
106,1,633600,691200
106,0,691200,692249
106,1,692249,693149
106,0,693149,716940
106,1,716940,720000
106,0,720000,777600
106,1,777600,780068
106,0,780068,805475
106,1,805475,806400
106,0,806400,1036800
106,1,1036800,1038165
106,0,1038165,1049439
106,1,1049439,1064510
106,0,1064510,1065600
59,1,0,175388
59,0,175388,201600
59,1,201600,433683
59,0,433683,444562
59,1,444562,450420
59,0,450420,460800
59,1,460800,526443
59,0,526443,547136
59,1,547136,547200
59,0,547200,604800
59,1,604800,605357
59,0,605357,616993
59,1,616993,621839
59,0,621839,625408
59,1,625408,628569
59,0,628569,633600
59,1,633600,693240
59,0,693240,694070
59,1,694070,694970
59,0,694970,702976
59,1,702976,703876
59,0,703876,720000
59,1,720000,783433
59,0,783433,791453
59,1,791453,796101
59,0,796101,806400
59,1,806400,1039349
59,0,1039349,1049139
59,1,1049139,1050988
59,0,1050988,1065600
177,1,0,0
177,0,0,19537
177,1,19537,28800
177,0,28800,90822
177,1,90822,91722
177,0,91722,91854
177,1,91854,92754
177,0,92754,115200
177,1,115200,180736
177,0,180736,180860
177,1,180860,194453
177,0,194453,196035
177,1,196035,197893
177,0,197893,200378
177,1,200378,201278
177,0,201278,201600
177,1,201600,432000
177,0,432000,437687
177,1,437687,439500
177,0,439500,443704
177,1,443704,444605
177,0,444605,452289
177,1,452289,453189
177,0,453189,457000
177,1,457000,458920
177,0,458920,460800
177,1,460800,519543
177,0,519543,522658
177,1,522658,526433
177,0,526433,528178
177,1,528178,547200
177,0,547200,604800
177,1,604800,624663
177,0,624663,628221
177,1,628221,633600
177,0,633600,691200
177,1,691200,693177
177,0,693177,694064
177,1,694064,694964
177,0,694964,695941
177,1,695941,696841
177,0,696841,697070
177,1,697070,716848
177,0,716848,720000
177,1,720000,795369
177,0,795369,801310
177,1,801310,806400
177,0,806400,1039095
177,1,1039095,1041443
177,0,1041443,1043718
177,1,1043718,1049255
177,0,1049255,1051772
177,1,1051772,1062856
177,0,1062856,1065242
177,1,1065242,1065600
185,1,0,0
185,0,0,22455
185,1,22455,28800
185,0,28800,90832
185,1,90832,92713
185,0,92713,115200
185,1,115200,201600
185,0,201600,432000
185,1,432000,436044
185,0,436044,460800
185,1,460800,691200
185,0,691200,710798
185,1,710798,716341
185,0,716341,716802
185,1,716802,720000
185,0,720000,777600
185,1,777600,806400
185,0,806400,1036800
185,1,1036800,1065600
200,1,0,777600
200,0,777600,803887
200,1,803887,806400
200,0,806400,1036800
200,1,1036800,1041499
200,0,1041499,1042830
200,1,1042830,1043730
200,0,1043730,1044931
200,1,1044931,1045849
200,0,1045849,1053932
200,1,1053932,1055743
200,0,1055743,1056393
200,1,1056393,1065600
145,1,0,0
145,0,0,20125
145,1,20125,22031
145,0,22031,24835
145,1,24835,25735
145,0,25735,26113
145,1,26113,27013
145,0,27013,27305
145,1,27305,28205
145,0,28205,28449
145,1,28449,28800
145,0,28800,89475
145,1,89475,90375
145,0,90375,90874
145,1,90874,91774
145,0,91774,115200
145,1,115200,193194
145,0,193194,193361
145,1,193361,194264
145,0,194264,194453
145,1,194453,195353
145,0,195353,195520
145,1,195520,201600
145,0,201600,432000
145,1,432000,460800
145,0,460800,518400
145,1,518400,547200
145,0,547200,604800
145,1,604800,626135
145,0,626135,627276
145,1,627276,633600
145,0,633600,691200
145,1,691200,692070
145,0,692070,692993
145,1,692993,693893
145,0,693893,694870
145,1,694870,695770
145,0,695770,695987
145,1,695987,720000
145,0,720000,777600
145,1,777600,796632
145,0,796632,796965
145,1,796965,806400
145,0,806400,1036800
145,1,1036800,1065600
179,1,0,0
179,0,0,19849
179,1,19849,25533
179,0,25533,25711
179,1,25711,27567
179,0,27567,28800
179,1,28800,86400
179,0,86400,90532
179,1,90532,91432
179,0,91432,92089
179,1,92089,92989
179,0,92989,115200
179,1,115200,201600
179,0,201600,432000
179,1,432000,460800
179,0,460800,518400
179,1,518400,547200
179,0,547200,604800
179,1,604800,629850
179,0,629850,631556
179,1,631556,633600
179,0,633600,691200
179,1,691200,691475
179,0,691475,692251
179,1,692251,693151
179,0,693151,694071
179,1,694071,694971
179,0,694971,695946
179,1,695946,696846
179,0,696846,697068
179,1,697068,720000
179,0,720000,777600
179,1,777600,797615
179,0,797615,798189
179,1,798189,806400
179,0,806400,1036800
179,1,1036800,1065248
179,0,1065248,1065600
121,1,0,0
121,0,0,19841
121,1,19841,20741
121,0,20741,20868
121,1,20868,25564
121,0,25564,25701
121,1,25701,28800
121,0,28800,91300
121,1,91300,93123
121,0,93123,115200
121,1,115200,201600
121,0,201600,432000
121,1,432000,460800
121,0,460800,518400
121,1,518400,529999
121,0,529999,530151
121,1,530151,547200
121,0,547200,604800
121,1,604800,630015
121,0,630015,630970
121,1,630970,633600
121,0,633600,691200
121,1,691200,693121
121,0,693121,694063
121,1,694063,694963
121,0,694963,695939
121,1,695939,696839
121,0,696839,697069
121,1,697069,710406
121,0,710406,710544
121,1,710544,720000
121,0,720000,777600
121,1,777600,806400
121,0,806400,1036800
121,1,1036800,1065600
50,1,0,0
50,0,0,18248
50,1,18248,22103
50,0,22103,22227
50,1,22227,26032
50,0,26032,26224
50,1,26224,28800
50,0,28800,89166
50,1,89166,90066
50,0,90066,90562
50,1,90562,91462
50,0,91462,115200
50,1,115200,173356
50,0,173356,173610
50,1,173610,178408
50,0,178408,201600
50,1,201600,460800
50,0,460800,518400
50,1,518400,547200
50,0,547200,604800
50,1,604800,633600
50,0,633600,691200
50,1,691200,691913
50,0,691913,692686
50,1,692686,693586
50,0,693586,694561
50,1,694561,695461
50,0,695461,695694
50,1,695694,710242
50,0,710242,711336
50,1,711336,720000
50,0,720000,777600
50,1,777600,806400
50,0,806400,1036800
50,1,1036800,1065600
100,1,0,0
100,0,0,19683
100,1,19683,28800
100,0,28800,90840
100,1,90840,92698
100,0,92698,115200
100,1,115200,201600
100,0,201600,432000
100,1,432000,460800
100,0,460800,518400
100,1,518400,547200
100,0,547200,604800
100,1,604800,629909
100,0,629909,632645
100,1,632645,633600
100,0,633600,691200
100,1,691200,691473
100,0,691473,692250
100,1,692250,693150
100,0,693150,694070
100,1,694070,694970
100,0,694970,695947
100,1,695947,696847
100,0,696847,697072
100,1,697072,705299
100,0,705299,705598
100,1,705598,708379
100,0,708379,708511
100,1,708511,720000
100,0,720000,777600
100,1,777600,806400
100,0,806400,1036800
100,1,1036800,1065600
25,1,0,0
25,0,0,20153
25,1,20153,23058
25,0,23058,23216
25,1,23216,24116
25,0,24116,28800
25,1,28800,174989
25,0,174989,201555
25,1,201555,201600
25,0,201600,454222
25,1,454222,455122
25,0,455122,460800
25,1,460800,525113
25,0,525113,530153
25,1,530153,531407
25,0,531407,535130
25,1,535130,538848
25,0,538848,541455
25,1,541455,542747
25,0,542747,547200
25,1,547200,607278
25,0,607278,612297
25,1,612297,613197
25,0,613197,633600
25,1,633600,691200
25,0,691200,712051
25,1,712051,720000
25,0,720000,777600
25,1,777600,782623
25,0,782623,792826
25,1,792826,796543
25,0,796543,806400
25,1,806400,1042222
25,0,1042222,1060081
25,1,1060081,1060981
25,0,1060981,1065600
7,1,0,0
7,0,0,22855
7,1,22855,28483
7,0,28483,28718
7,1,28718,28800
7,0,28800,172800
7,1,172800,176070
7,0,176070,176710
7,1,176710,181663
7,0,181663,185000
7,1,185000,194292
7,0,194292,198433
7,1,198433,201600
7,0,201600,432000
7,1,432000,441059
